detalle_id,pedido_id,producto_id,cantidad,precio_lista,precio_unitario,costo_unitario,descuento_aplicado
1367,45,7,1,700.0,700.0,568.85,0.0
1368,498,16,2,15.0,15.0,6.83,0.0
1369,611,32,2,18.0,18.0,7.96,0.0
1370,611,36,1,18.0,18.0,7.95,0.0
1371,639,30,1,10.0,10.0,4.53,0.0
1372,818,40,1,28.0,28.0,12.77,0.0
1373,341,17,1,30.0,30.0,13.33,0.0
1374,749,43,1,55.0,55.0,24.95,0.0
1375,749,30,1,10.0,10.0,4.41,0.0
1376,428,25,1,28.0,28.0,12.82,0.0
1377,246,39,1,12.0,12.0,5.3,0.0
1378,1085,19,1,90.0,90.0,40.84,0.0
1379,1010,32,1,18.0,18.0,8.2,0.0
1380,1071,39,1,12.0,12.0,5.47,0.0
1381,1011,7,1,700.0,700.0,570.47,0.0
1382,984,49,1,29.0,29.0,13.05,0.0
1383,1082,16,1,15.0,15.0,6.78,0.0
1384,973,1,1,1400.0,1400.0,1055.81,0.0
1385,734,27,1,32.0,32.0,14.27,0.0
1386,218,20,2,12.0,12.0,5.41,0.0
1387,399,17,2,30.0,30.0,13.54,0.0
1388,440,16,1,15.0,15.0,6.77,0.0
1389,14,45,1,10.0,10.0,4.43,0.0
1390,17,2,1,1200.0,1200.0,913.72,0.0
1391,17,26,1,45.0,45.0,20.44,0.0
1392,17,4,1,350.0,350.0,260.13,0.0
1393,727,27,2,32.0,32.0,14.13,0.0
1394,727,33,1,15.0,15.0,6.88,0.0
1395,424,7,1,700.0,700.0,564.05,0.0
1396,7,1,1,1400.0,1400.0,1057.27,0.0
1397,745,21,2,18.0,18.0,8.03,0.0
1398,745,2,1,1200.0,1200.0,906.49,0.0
1399,745,14,1,650.0,650.0,519.31,0.0
1400,200,17,1,30.0,28.5,13.64,0.05
1401,200,46,1,8.0,7.6,3.66,0.05
1402,809,11,1,80.0,80.0,48.06,0.0
1403,922,1,1,1400.0,1400.0,1038.48,0.0
1404,922,9,1,400.0,400.0,241.82,0.0
1405,922,2,1,1200.0,1200.0,916.48,0.0
1406,852,5,1,1600.0,1600.0,1286.45,0.0
1407,852,6,1,850.0,850.0,669.03,0.0
1408,944,43,1,55.0,55.0,25.05,0.0
1409,985,25,2,28.0,28.0,12.66,0.0
1410,864,42,1,32.0,32.0,14.17,0.0
1411,1127,45,2,10.0,9.5,4.56,0.05
1412,641,23,1,35.0,35.0,15.58,0.0
1413,641,33,2,15.0,15.0,6.63,0.0
1414,700,29,2,16.0,16.0,7.18,0.0
1415,459,45,1,10.0,9.5,4.43,0.05
1416,459,9,1,400.0,400.0,235.78,0.0
1417,64,27,1,32.0,32.0,14.29,0.0
1418,791,8,1,280.0,280.0,220.08,0.0
1419,791,6,1,850.0,850.0,688.22,0.0
1420,66,29,1,16.0,16.0,7.23,0.0
1421,89,47,2,18.0,18.0,7.96,0.0
1422,51,25,1,28.0,28.0,12.78,0.0
1423,770,7,1,700.0,700.0,566.44,0.0
1424,770,43,1,55.0,55.0,24.87,0.0
1425,770,15,1,60.0,60.0,47.91,0.0
1426,490,25,1,28.0,28.0,12.56,0.0
1427,628,37,1,22.0,22.0,9.74,0.0
1428,646,43,2,55.0,55.0,24.92,0.0
1429,646,46,1,8.0,8.0,3.53,0.0
1430,90,49,2,29.0,29.0,12.89,0.0
1431,284,31,2,8.0,8.0,3.54,0.0
1432,594,2,1,1200.0,1200.0,904.95,0.0
1433,594,4,1,350.0,350.0,259.94,0.0
1434,467,43,1,55.0,55.0,24.7,0.0
1435,50,13,1,1100.0,1100.0,864.53,0.0
1436,77,18,1,25.0,25.0,11.22,0.0
1437,987,24,1,12.0,12.0,5.45,0.0
1438,789,25,1,28.0,28.0,12.74,0.0
1439,79,36,2,18.0,18.0,8.05,0.0
1440,1117,46,1,8.0,8.0,3.6,0.0
1441,872,24,1,12.0,12.0,5.32,0.0
1442,262,38,1,35.0,35.0,15.95,0.0
1443,264,10,1,45.0,45.0,26.67,0.0
1444,264,3,1,600.0,600.0,444.61,0.0
1445,931,9,1,400.0,400.0,238.48,0.0
1446,928,8,1,280.0,280.0,223.71,0.0
1447,928,17,1,30.0,30.0,13.6,0.0
1448,966,20,2,12.0,12.0,5.36,0.0
1449,966,23,2,35.0,35.0,15.62,0.0
1450,876,28,1,55.0,55.0,24.36,0.0
1451,876,31,2,8.0,8.0,3.65,0.0
1452,876,30,1,10.0,10.0,4.57,0.0
1453,963,30,1,10.0,10.0,4.52,0.0
1454,1103,47,1,18.0,18.0,8.09,0.0
1455,849,28,1,55.0,55.0,24.73,0.0
1456,849,39,1,12.0,12.0,5.46,0.0
1457,708,22,1,22.0,22.0,9.85,0.0
1458,222,30,1,10.0,10.0,4.56,0.0
1459,222,16,1,15.0,15.0,6.62,0.0
1460,306,40,1,28.0,28.0,12.36,0.0
1461,870,16,2,15.0,15.0,6.86,0.0
1462,870,5,1,1600.0,1520.0,1272.83,0.05
1463,1123,32,2,18.0,18.0,8.0,0.0
1464,1123,24,1,12.0,12.0,5.35,0.0
1465,921,23,1,35.0,35.0,15.89,0.0
1466,921,30,1,10.0,10.0,4.47,0.0
1467,488,9,1,400.0,400.0,236.89,0.0
1468,488,3,1,600.0,600.0,445.71,0.0
1469,838,48,1,15.0,15.0,6.65,0.0
1470,604,40,1,28.0,28.0,12.79,0.0
1471,302,41,1,45.0,45.0,20.02,0.0
1472,302,49,1,29.0,29.0,13.03,0.0
1473,323,32,1,18.0,18.0,7.99,0.0
1474,949,49,1,29.0,29.0,13.25,0.0
1475,229,14,1,650.0,650.0,526.13,0.0
1476,229,5,1,1600.0,1600.0,1264.21,0.0
1477,417,34,1,29.0,29.0,13.1,0.0
1478,103,28,1,55.0,55.0,24.3,0.0
1479,910,27,1,32.0,32.0,14.6,0.0
1480,710,33,1,15.0,15.0,6.68,0.0
1481,934,22,1,22.0,22.0,9.81,0.0
1482,1116,34,1,29.0,29.0,13.25,0.0
1483,589,26,1,45.0,45.0,19.91,0.0
1484,730,16,2,15.0,15.0,6.79,0.0
1485,642,2,1,1200.0,1200.0,909.04,0.0
1486,633,11,1,80.0,80.0,48.05,0.0
1487,633,14,1,650.0,650.0,519.65,0.0
1488,633,5,1,1600.0,1600.0,1303.33,0.0
1489,687,6,1,850.0,807.5,683.76,0.05
1490,687,48,1,15.0,15.0,6.83,0.0
1491,127,39,1,12.0,12.0,5.34,0.0
1492,868,13,1,1100.0,1100.0,873.17,0.0
1493,920,37,1,22.0,22.0,9.93,0.0
1494,660,10,1,45.0,45.0,26.78,0.0
1495,660,3,1,600.0,600.0,450.34,0.0
1496,652,35,2,40.0,40.0,17.67,0.0
1497,652,28,2,55.0,55.0,24.76,0.0
1498,108,48,1,15.0,15.0,6.73,0.0
1499,108,4,1,350.0,350.0,261.11,0.0
1500,703,42,1,32.0,32.0,14.13,0.0
1501,613,4,1,350.0,350.0,258.12,0.0
1502,613,39,1,12.0,12.0,5.47,0.0
1503,613,28,1,55.0,55.0,24.76,0.0
1504,780,7,1,700.0,700.0,551.0,0.0
1505,195,30,1,10.0,10.0,4.51,0.0
1506,355,7,1,700.0,700.0,553.07,0.0
1507,355,43,1,55.0,55.0,24.85,0.0
1508,355,8,1,280.0,280.0,220.76,0.0
1509,709,41,1,45.0,45.0,20.28,0.0
1510,767,1,1,1400.0,1400.0,1061.89,0.0
1511,767,13,1,1100.0,1100.0,876.61,0.0
1512,967,26,1,45.0,45.0,20.46,0.0
1513,451,39,1,12.0,12.0,5.43,0.0
1514,1129,22,1,22.0,22.0,10.04,0.0
1515,1129,12,1,250.0,250.0,148.37,0.0
1516,969,33,1,15.0,15.0,6.67,0.0
1517,530,47,1,18.0,17.1,8.13,0.05
1518,692,45,2,10.0,10.0,4.49,0.0
1519,297,27,1,32.0,32.0,14.22,0.0
1520,746,12,1,250.0,250.0,148.26,0.0
1521,510,48,1,15.0,15.0,6.72,0.0
1522,184,18,1,25.0,25.0,11.45,0.0
1523,137,33,2,15.0,15.0,6.83,0.0
1524,313,31,1,8.0,8.0,3.59,0.0
1525,368,45,1,10.0,10.0,4.55,0.0
1526,219,47,2,18.0,18.0,7.95,0.0
1527,219,35,2,40.0,40.0,18.21,0.0
1528,1305,28,1,63.25,63.25,25.7,0.0
1529,1933,20,1,13.8,13.8,5.53,0.0
1530,1903,39,1,13.8,13.11,5.59,0.05
1531,1903,28,1,63.25,63.25,25.73,0.0
1532,1368,8,1,322.0,322.0,228.8,0.0
1533,1353,17,1,34.5,34.5,13.55,0.0
1534,1353,30,1,11.5,11.5,4.6,0.0
1535,1353,47,2,20.7,20.7,8.25,0.0
1536,1227,25,1,32.2,32.2,12.65,0.0
1537,1872,28,1,63.25,63.25,25.44,0.0
1538,1163,21,1,20.7,20.7,8.16,0.0
1539,1616,48,1,17.25,17.25,6.8,0.0
1540,1963,42,1,36.8,33.12,14.7,0.1
1541,1535,5,1,1840.0,1840.0,1300.94,0.0
1542,1517,11,1,92.0,92.0,48.92,0.0
1543,1517,10,1,51.75,51.75,27.06,0.0
1544,2374,39,1,13.8,13.8,5.43,0.0
1545,1815,38,2,40.25,40.25,16.2,0.0
1546,2012,19,1,103.5,103.5,42.04,0.0
1547,1762,50,1,46.0,43.7,18.5,0.05
1548,2623,20,2,13.8,13.11,5.5,0.05
1549,2425,43,1,63.25,60.09,24.99,0.05
1550,1432,43,1,63.25,63.25,24.83,0.0
1551,2532,7,1,805.0,805.0,567.7,0.0
1552,1621,30,2,11.5,11.5,4.65,0.0
1553,1621,32,1,20.7,20.7,8.38,0.0
1554,1647,50,1,46.0,46.0,18.12,0.0
1555,2095,16,1,17.25,17.25,6.87,0.0
1556,1345,48,1,17.25,17.25,6.9,0.0
1557,2514,41,1,51.75,51.75,20.44,0.0
1558,2514,17,1,34.5,34.5,13.97,0.0
1559,2151,23,1,40.25,40.25,16.33,0.0
1560,2057,47,1,20.7,20.7,8.34,0.0
1561,2114,34,1,33.35,33.35,13.57,0.0
1562,1264,27,1,36.8,34.96,14.61,0.05
1563,1264,19,1,103.5,103.5,41.73,0.0
1564,2180,44,1,18.4,18.4,7.32,0.0
1565,1316,3,1,690.0,655.5,458.31,0.05
1566,1316,23,1,40.25,40.25,15.79,0.0
1567,1316,1,1,1610.0,1610.0,1079.33,0.0
1568,1603,34,2,33.35,33.35,13.5,0.0
1569,1603,9,1,460.0,460.0,243.79,0.0
1570,1261,16,1,17.25,17.25,7.0,0.0
1571,2125,49,1,33.35,31.68,13.3,0.05
1572,1201,36,1,20.7,20.7,8.28,0.0
1573,2521,23,1,40.25,40.25,15.83,0.0
1574,2293,4,1,402.5,402.5,268.9,0.0
1575,2293,1,1,1610.0,1610.0,1057.17,0.0
1576,2107,4,1,402.5,402.5,269.65,0.0
1577,2107,1,1,1610.0,1610.0,1056.16,0.0
1578,1577,23,1,40.25,38.24,15.88,0.05
1579,1638,48,1,17.25,17.25,6.93,0.0
1580,1174,12,1,287.5,287.5,153.14,0.0
1581,1174,46,1,9.2,9.2,3.7,0.0
1582,1241,24,1,13.8,13.8,5.55,0.0
1583,1885,12,1,287.5,273.12,155.62,0.05
1584,1885,14,1,747.5,747.5,527.74,0.0
1585,1885,10,1,51.75,51.75,27.25,0.0
1586,1890,7,1,805.0,764.75,575.31,0.05
1587,1890,6,1,977.5,977.5,681.48,0.0
1588,1939,15,1,69.0,69.0,49.28,0.0
1589,1324,47,1,20.7,20.7,8.23,0.0
1590,1324,16,2,17.25,17.25,6.78,0.0
1591,1837,24,1,13.8,13.8,5.44,0.0
1592,1369,42,2,36.8,36.8,14.71,0.0
1593,1265,41,1,51.75,51.75,20.42,0.0
1594,1336,27,2,36.8,36.8,14.63,0.0
1595,1455,27,1,36.8,36.8,14.52,0.0
1596,2019,17,2,34.5,34.5,13.65,0.0
1597,1587,48,1,17.25,17.25,6.77,0.0
1598,1386,25,1,32.2,32.2,12.75,0.0
1599,2612,26,2,51.75,49.16,20.33,0.05
1600,2084,26,1,51.75,51.75,21.06,0.0
1601,1329,12,1,287.5,287.5,153.61,0.0
1602,1329,34,1,33.35,30.01,13.57,0.1
1603,2036,45,1,11.5,11.5,4.62,0.0
1604,2036,17,1,34.5,34.5,14.03,0.0
1605,1536,44,1,18.4,18.4,7.38,0.0
1606,2594,33,1,17.25,17.25,6.93,0.0
1607,1200,32,1,20.7,20.7,8.1,0.0
1608,2452,48,1,17.25,17.25,6.87,0.0
1609,2626,24,1,13.8,12.42,5.45,0.1
1610,1912,31,2,9.2,8.74,3.73,0.05
1611,2104,44,1,18.4,18.4,7.42,0.0
1612,1448,35,1,46.0,46.0,18.21,0.0
1613,1448,2,1,1380.0,1380.0,905.21,0.0
1614,2399,36,2,20.7,20.7,8.41,0.0
1615,2479,46,1,9.2,9.2,3.65,0.0
1616,2479,27,2,36.8,36.8,14.56,0.0
1617,2418,27,2,36.8,36.8,14.84,0.0
1618,2237,35,1,46.0,43.7,18.54,0.05
1619,2237,32,2,20.7,20.7,8.17,0.0
1620,2092,23,1,40.25,40.25,15.96,0.0
1621,2092,41,1,51.75,51.75,20.41,0.0
1622,1178,16,1,17.25,17.25,7.0,0.0
1623,2217,9,1,460.0,437.0,242.08,0.05
1624,2217,18,1,28.75,28.75,11.65,0.0
1625,1515,36,1,20.7,19.66,8.24,0.05
1626,1142,28,1,63.25,63.25,25.62,0.0
1627,1356,42,1,36.8,36.8,14.77,0.0
1628,1356,22,1,25.3,25.3,9.95,0.0
1629,1458,49,1,33.35,33.35,13.09,0.0
1630,2486,30,1,11.5,11.5,4.67,0.0
1631,2408,22,1,25.3,24.03,9.96,0.05
1632,2393,23,1,40.25,40.25,16.13,0.0
1633,2354,26,1,51.75,51.75,20.72,0.0
1634,2354,39,1,13.8,13.8,5.61,0.0
1635,1998,5,1,1840.0,1840.0,1300.29,0.0
1636,2216,18,2,28.75,28.75,11.58,0.0
1637,2216,14,1,747.5,747.5,535.92,0.0
1638,2216,43,1,63.25,63.25,25.57,0.0
1639,2453,16,1,17.25,17.25,6.75,0.0
1640,2184,31,1,9.2,9.2,3.72,0.0
1641,2426,48,1,17.25,17.25,7.0,0.0
1642,2045,28,1,63.25,60.09,25.47,0.05
1643,2101,45,1,11.5,11.5,4.58,0.0
1644,2101,5,1,1840.0,1840.0,1299.08,0.0
1645,1995,50,1,46.0,43.7,18.09,0.05
1646,1995,18,1,28.75,28.75,11.46,0.0
1647,1832,36,1,20.7,20.7,8.1,0.0
1648,2485,22,1,25.3,25.3,10.29,0.0
1649,1599,17,1,34.5,34.5,13.76,0.0
1650,1203,17,1,34.5,34.5,13.98,0.0
1651,2645,1,1,1610.0,1610.0,1057.9,0.0
1652,2645,4,1,402.5,402.5,267.07,0.0
1653,2414,13,1,1265.0,1265.0,897.94,0.0
1654,2536,29,1,18.4,18.4,7.4,0.0
1655,2536,37,1,25.3,25.3,10.16,0.0
1656,1416,2,1,1380.0,1380.0,933.48,0.0
1657,2049,20,2,13.8,13.8,5.46,0.0
1658,2049,10,1,51.75,51.75,27.49,0.0
1659,2049,31,1,9.2,9.2,3.7,0.0
1660,2049,3,1,690.0,690.0,454.49,0.0
1661,2529,26,1,51.75,51.75,20.94,0.0
1662,1262,45,1,11.5,11.5,4.52,0.0
1663,2340,21,2,20.7,18.63,8.33,0.1
1664,2565,49,2,33.35,33.35,13.13,0.0
1665,1429,11,1,92.0,92.0,49.13,0.0
1666,1429,10,1,51.75,51.75,27.8,0.0
1667,2448,41,1,51.75,51.75,20.96,0.0
1668,1249,40,1,32.2,30.59,12.89,0.05
1669,2211,5,1,1840.0,1840.0,1293.54,0.0
1670,1374,50,1,46.0,43.7,18.54,0.05
1671,1141,45,2,11.5,11.5,4.53,0.0
1672,1739,40,1,32.2,30.59,12.64,0.05
1673,2176,6,1,977.5,977.5,691.29,0.0
1674,1328,22,2,25.3,24.03,10.05,0.05
1675,1328,19,2,103.5,103.5,41.65,0.0
1676,1328,33,1,17.25,16.39,6.8,0.05
1677,2512,5,1,1840.0,1840.0,1322.02,0.0
1678,1187,7,1,805.0,805.0,565.7,0.0
1679,1187,6,1,977.5,977.5,704.76,0.0
1680,1925,2,1,1380.0,1242.0,931.53,0.1
1681,1483,26,1,51.75,51.75,20.55,0.0
1682,1553,50,2,46.0,46.0,18.42,0.0
1683,1553,45,2,11.5,11.5,4.59,0.0
1684,1238,1,1,1610.0,1610.0,1078.08,0.0
1685,1238,26,1,51.75,51.75,20.89,0.0
1686,1238,2,1,1380.0,1380.0,901.18,0.0
1687,2201,4,1,402.5,402.5,267.96,0.0
1688,1756,43,1,63.25,63.25,25.08,0.0
1689,1756,21,1,20.7,18.63,8.24,0.1
1690,2383,36,1,20.7,19.66,8.43,0.05
1691,2383,48,2,17.25,17.25,6.97,0.0
1692,1629,6,1,977.5,977.5,706.79,0.0
1693,1629,16,1,17.25,17.25,6.99,0.0
1694,1140,25,1,32.2,32.2,13.04,0.0
1695,1140,47,1,20.7,20.7,8.23,0.0
1696,2446,17,1,34.5,34.5,13.51,0.0
1697,2542,4,1,402.5,382.37,269.02,0.05
1698,2542,49,1,33.35,31.68,13.4,0.05
1699,2542,1,1,1610.0,1610.0,1069.94,0.0
1700,2542,13,1,1265.0,1265.0,894.48,0.0
1701,2277,47,1,20.7,19.66,8.42,0.05
1702,2443,46,2,9.2,9.2,3.65,0.0
1703,2069,5,1,1840.0,1840.0,1318.09,0.0
1704,2442,5,1,1840.0,1840.0,1331.03,0.0
1705,2442,9,1,460.0,460.0,248.3,0.0
1706,2560,39,1,13.8,13.11,5.56,0.05
1707,2113,13,1,1265.0,1265.0,910.88,0.0
1708,2113,5,1,1840.0,1840.0,1325.25,0.0
1709,2434,22,2,25.3,25.3,10.19,0.0
1710,1957,39,1,13.8,13.8,5.51,0.0
1711,2483,48,1,17.25,17.25,7.02,0.0
1712,2630,49,2,33.35,33.35,13.29,0.0
1713,2509,24,1,13.8,13.8,5.61,0.0
1714,2509,45,1,11.5,11.5,4.59,0.0
1715,1407,5,1,1840.0,1840.0,1285.0,0.0
1716,1407,6,1,977.5,977.5,707.29,0.0
1717,2463,16,1,17.25,17.25,6.84,0.0
1718,1464,39,1,13.8,13.8,5.56,0.0
1719,1464,35,2,46.0,46.0,18.48,0.0
1720,1994,24,1,13.8,13.8,5.54,0.0
1721,1940,5,1,1840.0,1840.0,1321.03,0.0
1722,1940,26,1,51.75,51.75,20.52,0.0
1723,1940,41,1,51.75,51.75,20.43,0.0
1724,1859,50,1,46.0,46.0,18.67,0.0
1725,1196,7,1,805.0,805.0,574.72,0.0
1726,1196,9,1,460.0,460.0,247.59,0.0
1727,1674,49,1,33.35,33.35,13.17,0.0
1728,1484,9,1,460.0,460.0,247.16,0.0
1729,1484,10,1,51.75,51.75,28.02,0.0
1730,1472,18,1,28.75,28.75,11.39,0.0
1731,2189,29,1,18.4,18.4,7.29,0.0
1732,1533,21,1,20.7,19.66,8.23,0.05
1733,2232,2,1,1380.0,1380.0,933.93,0.0
1734,2078,30,1,11.5,11.5,4.61,0.0
1735,2078,23,1,40.25,40.25,15.81,0.0
1736,2352,48,1,17.25,17.25,6.83,0.0
1737,1653,36,1,20.7,20.7,8.17,0.0
1738,1889,46,1,9.2,9.2,3.62,0.0
1739,2295,35,1,46.0,46.0,18.51,0.0
1740,2295,26,1,51.75,51.75,20.74,0.0
1741,2295,29,1,18.4,18.4,7.29,0.0
1742,1977,28,1,63.25,63.25,25.58,0.0
1743,1989,49,1,33.35,31.68,13.42,0.05
1744,1870,43,2,63.25,63.25,25.73,0.0
1745,2369,49,1,33.35,33.35,13.16,0.0
1746,2344,16,1,17.25,17.25,6.94,0.0
1747,1597,5,1,1840.0,1840.0,1288.84,0.0
1748,1983,5,1,1840.0,1748.0,1330.9,0.05
1749,2392,20,1,13.8,13.8,5.62,0.0
1750,1834,10,1,51.75,51.75,27.82,0.0
1751,1834,22,1,25.3,25.3,10.05,0.0
1752,1834,15,1,69.0,69.0,49.01,0.0
1753,2608,26,1,51.75,51.75,20.82,0.0
1754,2608,16,1,17.25,17.25,6.9,0.0
1755,2608,45,2,11.5,11.5,4.52,0.0
1756,2527,28,2,63.25,63.25,25.61,0.0
1757,2619,19,1,103.5,103.5,40.99,0.0
1758,2260,26,1,51.75,51.75,20.61,0.0
1759,2260,49,1,33.35,33.35,13.3,0.0
1760,2260,12,1,287.5,287.5,155.43,0.0
1761,1387,45,1,11.5,11.5,4.64,0.0
1762,1387,48,1,17.25,17.25,6.95,0.0
1763,1387,20,1,13.8,13.8,5.4,0.0
1764,2193,42,1,36.8,36.8,14.9,0.0
1765,2607,18,1,28.75,28.75,11.56,0.0
1766,2607,21,2,20.7,20.7,8.15,0.0
1767,1568,34,1,33.35,33.35,13.3,0.0
1768,2430,43,1,63.25,63.25,25.26,0.0
1769,1417,6,1,977.5,977.5,686.53,0.0
1770,2052,28,1,63.25,63.25,25.7,0.0
1771,1642,16,2,17.25,17.25,6.94,0.0
1772,1642,36,2,20.7,20.7,8.36,0.0
1773,2282,14,1,747.5,747.5,533.59,0.0
1774,2146,6,1,977.5,879.75,683.11,0.1
1775,2146,4,1,402.5,362.25,269.26,0.1
1776,2146,17,1,34.5,32.78,13.99,0.05
1777,2146,5,1,1840.0,1840.0,1291.24,0.0
1778,2625,32,1,20.7,20.7,8.26,0.0
1779,2128,35,2,46.0,46.0,18.43,0.0
1780,1729,4,1,402.5,402.5,267.04,0.0
1781,1729,46,2,9.2,9.2,3.68,0.0
1782,1729,32,1,20.7,20.7,8.13,0.0
1783,2405,17,1,34.5,34.5,13.6,0.0
1784,2405,10,1,51.75,46.58,27.88,0.1
1785,2243,2,1,1380.0,1380.0,919.1,0.0
1786,1197,25,1,32.2,32.2,13.03,0.0
1787,2242,17,1,34.5,34.5,13.85,0.0
1788,2563,14,1,747.5,747.5,523.62,0.0
1789,1883,13,1,1265.0,1265.0,908.39,0.0
1790,1883,11,1,92.0,92.0,48.22,0.0
1791,1273,10,1,51.75,51.75,27.09,0.0
1792,1273,3,1,690.0,690.0,454.53,0.0
1793,2133,16,1,17.25,17.25,6.77,0.0
1794,1486,42,2,36.8,36.8,14.96,0.0
1795,1334,33,2,17.25,17.25,6.93,0.0
1796,1334,48,2,17.25,17.25,6.82,0.0
1797,1334,9,1,460.0,460.0,240.36,0.0
1798,1981,23,2,40.25,40.25,16.11,0.0
1799,1981,32,1,20.7,20.7,8.33,0.0
1800,1981,5,1,1840.0,1840.0,1306.78,0.0
1801,2613,12,1,287.5,287.5,153.23,0.0
1802,1645,35,1,46.0,46.0,18.13,0.0
1803,2553,13,1,1265.0,1265.0,887.4,0.0
1804,2553,16,1,17.25,17.25,6.85,0.0
1805,1919,18,1,28.75,28.75,11.28,0.0
1806,1604,32,1,20.7,20.7,8.4,0.0
1807,1604,40,2,32.2,32.2,12.8,0.0
1808,1426,9,1,460.0,414.0,246.7,0.1
1809,1808,20,1,13.8,13.8,5.41,0.0
1810,2093,39,1,13.8,13.8,5.62,0.0
1811,2093,42,1,36.8,36.8,14.8,0.0
1812,2283,22,1,25.3,25.3,10.1,0.0
1813,1909,30,1,11.5,11.5,4.65,0.0
1814,2394,32,2,20.7,19.66,8.22,0.05
1815,1931,17,2,34.5,34.5,13.56,0.0
1816,2231,38,2,40.25,38.24,15.79,0.05
1817,2523,31,1,9.2,9.2,3.65,0.0
1818,2523,38,1,40.25,40.25,15.92,0.0
1819,1446,38,1,40.25,40.25,15.81,0.0
1820,1606,13,1,1265.0,1265.0,885.96,0.0
1821,1606,5,1,1840.0,1748.0,1317.52,0.05
1822,1500,18,1,28.75,28.75,11.62,0.0
1823,1798,32,1,20.7,20.7,8.33,0.0
1824,1829,19,1,103.5,103.5,41.49,0.0
1825,1330,39,1,13.8,13.8,5.61,0.0
1826,1555,23,1,40.25,40.25,16.22,0.0
1827,2024,25,1,32.2,32.2,13.03,0.0
1828,1434,12,1,287.5,287.5,154.3,0.0
1829,1639,40,1,32.2,32.2,12.89,0.0
1830,2190,22,1,25.3,25.3,10.05,0.0
1831,2338,6,1,977.5,977.5,691.33,0.0
1832,2005,46,2,9.2,9.2,3.66,0.0
1833,2466,20,1,13.8,13.8,5.5,0.0
1834,2398,14,1,747.5,747.5,539.39,0.0
1835,2299,26,1,51.75,49.16,20.77,0.05
1836,2039,23,1,40.25,40.25,15.94,0.0
1837,1802,23,1,40.25,40.25,16.21,0.0
1838,1802,45,1,11.5,11.5,4.67,0.0
1839,2559,34,2,33.35,33.35,13.54,0.0
1840,2517,24,1,13.8,13.8,5.61,0.0
1841,2653,37,2,25.3,25.3,9.95,0.0
1842,2655,50,1,46.0,46.0,18.65,0.0
1843,1637,25,2,32.2,32.2,12.91,0.0
1844,1637,48,1,17.25,17.25,7.0,0.0
1845,2065,42,2,36.8,36.8,14.81,0.0
1846,1414,30,1,11.5,11.5,4.63,0.0
1847,2255,22,1,25.3,25.3,10.11,0.0
1848,2255,26,1,51.75,49.16,20.75,0.05
1849,2255,6,1,977.5,977.5,696.58,0.0
1850,1996,18,1,28.75,28.75,11.65,0.0
1851,1789,21,1,20.7,19.66,8.22,0.05
1852,1789,9,1,460.0,460.0,241.21,0.0
1853,1789,3,1,690.0,690.0,456.31,0.0
1854,1740,45,1,11.5,11.5,4.56,0.0
1855,1740,3,1,690.0,690.0,462.29,0.0
1856,1740,1,1,1610.0,1529.5,1085.21,0.05
1857,2314,32,1,20.7,20.7,8.19,0.0
1858,2314,24,2,13.8,13.8,5.5,0.0
1859,1139,9,1,460.0,460.0,243.76,0.0
1860,2259,4,1,402.5,362.25,271.95,0.1
1861,2259,14,1,747.5,747.5,537.79,0.0
1862,1183,39,2,13.8,13.8,5.4,0.0
1863,1489,19,2,103.5,103.5,40.66,0.0
1864,1862,22,2,25.3,24.03,10.26,0.05
1865,1862,7,1,805.0,805.0,569.16,0.0
1866,1862,27,2,36.8,36.8,14.93,0.0
1867,1862,15,1,69.0,69.0,47.99,0.0
1868,2227,42,1,36.8,34.96,14.54,0.05
1869,1841,44,1,18.4,18.4,7.31,0.0
1870,2419,13,1,1265.0,1201.75,889.32,0.05
1871,2419,24,1,13.8,13.8,5.62,0.0
1872,1810,25,1,32.2,32.2,12.67,0.0
1873,1810,42,1,36.8,36.8,14.83,0.0
1874,2400,18,1,28.75,28.75,11.57,0.0
1875,1640,13,1,1265.0,1201.75,906.36,0.05
1876,1640,11,1,92.0,92.0,49.75,0.0
1877,1502,24,1,13.8,12.42,5.44,0.1
1878,2034,3,1,690.0,690.0,458.8,0.0
1879,2034,13,1,1265.0,1265.0,897.44,0.0
1880,2064,33,1,17.25,17.25,6.84,0.0
1881,2359,5,1,1840.0,1840.0,1327.72,0.0
1882,2298,6,1,977.5,928.62,682.77,0.05
1883,1269,1,1,1610.0,1529.5,1082.45,0.05
1884,1269,2,1,1380.0,1380.0,908.32,0.0
1885,2006,36,1,20.7,20.7,8.21,0.0
1886,2006,44,2,18.4,18.4,7.48,0.0
1887,1671,50,2,46.0,46.0,18.21,0.0
1888,1730,10,1,51.75,46.58,27.26,0.1
1889,1771,49,1,33.35,31.68,13.18,0.05
1890,2583,2,1,1380.0,1380.0,908.72,0.0
1891,1363,20,1,13.8,13.8,5.55,0.0
1892,2043,42,1,36.8,36.8,14.69,0.0
1893,1343,8,1,322.0,322.0,229.31,0.0
1894,1942,50,1,46.0,46.0,18.16,0.0
1895,1279,13,1,1265.0,1265.0,913.01,0.0
1896,1279,40,1,32.2,28.98,12.81,0.1
1897,1279,5,1,1840.0,1840.0,1311.68,0.0
1898,1222,34,2,33.35,33.35,13.07,0.0
1899,1222,20,1,13.8,12.42,5.49,0.1
1900,1501,48,1,17.25,17.25,6.81,0.0
1901,1501,13,1,1265.0,1265.0,891.72,0.0
1902,1722,35,1,46.0,46.0,18.47,0.0
