pedido_id,cliente_id,fecha_pedido,canal_venta,medio_pago,estado_pedido,tipo_envio,costo_envio
1172,481,2024-01-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1173,708,2024-01-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1174,37,2024-01-28,Online,Transferencia,Entregado,Entrega Estandar,12.44
1175,912,2024-01-29,Online,Transferencia,Entregado,Entrega Estandar,17.91
1176,522,2024-01-30,Online,Transferencia,Entregado,Entrega Estandar,7.83
1177,1176,2024-01-31,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1178,70,2024-01-31,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1179,530,2024-01-31,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1180,274,2024-02-01,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.82
1181,522,2024-02-01,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
1182,859,2024-02-01,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.4
1183,200,2024-02-02,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.9
1184,843,2024-02-03,Online,Transferencia,Entregado,Entrega Estandar,8.79
1185,1044,2024-02-03,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1186,887,2024-02-03,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1187,111,2024-02-03,Online,Tarjeta de Credito,Entregado,Entrega Estandar,34.04
1188,1102,2024-02-03,Online,Tarjeta de Debito,Entregado,Entrega Express,7.87
1189,228,2024-02-03,Online,Transferencia,Entregado,Entrega Estandar,30.2
1190,917,2024-02-04,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.88
1191,623,2024-02-04,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
1192,481,2024-02-04,Online,Tarjeta de Credito,Entregado,Entrega Estandar,37.77
1193,1154,2024-02-04,Online,Tarjeta de Credito,Entregado,Entrega Express,8.12
1194,470,2024-02-04,Online,Transferencia,Devuelto,Entrega Express,7.64
1195,636,2024-02-05,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1196,123,2024-02-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,39.9
1197,158,2024-02-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.09
1198,1014,2024-02-06,Online,Transferencia,Cancelado,Entrega Estandar,0.0
1199,670,2024-02-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1200,54,2024-02-07,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1201,35,2024-02-07,Online,Transferencia,Entregado,Entrega Estandar,7.38
1202,859,2024-02-07,Online,Transferencia,Entregado,Entrega Estandar,8.08
1203,88,2024-02-08,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1204,1044,2024-02-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.78
1205,308,2024-02-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.91
1206,1025,2024-02-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,30.22
1207,886,2024-02-10,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1208,380,2024-02-10,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1209,644,2024-02-11,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1210,1010,2024-02-11,Online,Transferencia,Entregado,Entrega Estandar,9.16
1211,359,2024-02-12,Online,Transferencia,Entregado,Entrega Estandar,8.58
1212,688,2024-02-12,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1213,520,2024-02-13,Online,Transferencia,Entregado,Entrega Estandar,9.07
1214,246,2024-02-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.31
1215,1010,2024-02-14,Online,Transferencia,Entregado,Entrega Estandar,8.15
1216,308,2024-02-15,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1217,890,2024-02-16,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.17
1218,1112,2024-02-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1219,1154,2024-02-17,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
1220,955,2024-02-17,Online,Transferencia,Entregado,Entrega Estandar,9.1
1221,522,2024-02-18,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1222,213,2024-02-18,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1223,708,2024-02-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1224,670,2024-02-19,Online,Transferencia,Entregado,Entrega Estandar,8.23
1225,308,2024-02-19,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1226,403,2024-02-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1227,2,2024-02-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.13
1228,938,2024-02-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,24.46
1229,239,2024-02-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1230,816,2024-02-20,Online,Tarjeta de Credito,Entregado,Entrega Estandar,26.54
1231,647,2024-02-20,Online,Transferencia,Entregado,Entrega Estandar,8.86
1232,397,2024-02-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1233,1017,2024-02-21,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1234,812,2024-02-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.5
1235,283,2024-02-21,Online,Transferencia,Entregado,Entrega Estandar,8.58
1236,344,2024-02-22,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1237,612,2024-02-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.05
1238,111,2024-02-22,Online,Transferencia,Entregado,Entrega Estandar,31.97
1239,283,2024-02-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.16
1240,639,2024-02-23,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.52
1241,37,2024-02-23,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.87
1242,428,2024-02-23,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1243,1095,2024-02-23,Online,Tarjeta de Debito,Devuelto,Entrega Estandar,12.51
1244,373,2024-02-23,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.21
1245,481,2024-02-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1246,964,2024-02-24,Online,Transferencia,Cancelado,Entrega Estandar,0.0
1247,246,2024-02-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,37.18
1248,466,2024-02-25,Online,Transferencia,Entregado,Entrega Estandar,7.82
1249,110,2024-02-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1250,868,2024-02-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1251,1148,2024-02-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1252,1014,2024-02-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.22
1253,745,2024-02-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1254,540,2024-02-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,39.6
1255,361,2024-02-27,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.09
1256,251,2024-02-27,Online,Transferencia,Entregado,Entrega Estandar,9.09
1257,340,2024-02-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1258,1010,2024-02-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1259,926,2024-02-28,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1260,364,2024-02-29,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1261,35,2024-02-29,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.59
1262,104,2024-03-01,Online,Transferencia,Entregado,Entrega Estandar,8.51
1263,1131,2024-03-02,Online,Transferencia,Entregado,Entrega Estandar,8.57
1264,34,2024-03-03,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.01
1265,43,2024-03-03,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.66
1266,422,2024-03-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1267,542,2024-03-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1268,639,2024-03-04,Online,Transferencia,Entregado,Entrega Estandar,8.37
1269,210,2024-03-05,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1270,932,2024-03-05,Fisico,Tarjeta de Credito,Devuelto,Retiro en Tienda,0.0
1271,796,2024-03-05,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1272,1042,2024-03-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1273,161,2024-03-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1274,353,2024-03-06,Online,Tarjeta de Debito,Entregado,Entrega Estandar,31.57
1275,621,2024-03-06,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1276,214,2024-03-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1277,359,2024-03-07,Online,Tarjeta de Debito,Entregado,Entrega Express,8.32
1278,612,2024-03-07,Online,Transferencia,Entregado,Entrega Express,7.01
1279,213,2024-03-08,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1280,1003,2024-03-08,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1281,1017,2024-03-09,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1282,525,2024-03-09,Online,Transferencia,Cancelado,Entrega Estandar,0.0
1283,1009,2024-03-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,34.27
1284,265,2024-03-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.01
1285,530,2024-03-10,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1286,422,2024-03-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.68
1287,1154,2024-03-11,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1288,1042,2024-03-12,Online,Transferencia,Devuelto,Entrega Estandar,31.19
1289,403,2024-03-12,Online,Transferencia,Entregado,Entrega Estandar,7.94
1290,336,2024-03-13,Online,Tarjeta de Debito,Entregado,Entrega Estandar,37.46
1291,323,2024-03-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.16
1292,712,2024-03-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1293,251,2024-03-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.34
1294,551,2024-03-14,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1295,796,2024-03-14,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.33
1296,269,2024-03-14,Fisico,Transferencia,Devuelto,Retiro en Tienda,0.0
1297,459,2024-03-14,Online,Transferencia,Entregado,Entrega Estandar,7.14
1298,1131,2024-03-14,Online,Transferencia,Entregado,Entrega Estandar,9.16
1299,766,2024-03-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.18
1300,237,2024-03-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,36.5
1301,1011,2024-03-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1302,1075,2024-03-16,Online,Tarjeta de Credito,Devuelto,Entrega Estandar,7.39
1303,947,2024-03-16,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1304,812,2024-03-16,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1305,2,2024-03-17,Online,Transferencia,Entregado,Entrega Estandar,7.59
1306,710,2024-03-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.89
1307,917,2024-03-18,Online,Transferencia,Entregado,Entrega Estandar,8.63
1308,868,2024-03-18,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1309,1014,2024-03-18,Online,Transferencia,Entregado,Entrega Estandar,7.61
1310,1199,2024-03-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.93
1311,481,2024-03-20,Online,Tarjeta de Credito,Entregado,Entrega Estandar,33.15
1312,340,2024-03-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.43
1313,920,2024-03-21,Online,Tarjeta de Debito,Entregado,Entrega Estandar,32.12
1314,909,2024-03-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.01
1315,1154,2024-03-21,Online,Transferencia,Entregado,Entrega Express,7.02
1316,34,2024-03-22,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1317,941,2024-03-22,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1318,231,2024-03-22,Online,Transferencia,Entregado,Entrega Estandar,7.72
1319,1191,2024-03-22,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1320,373,2024-03-22,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.53
1321,642,2024-03-23,Online,Transferencia,Entregado,Entrega Estandar,7.45
1322,577,2024-03-23,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1323,1014,2024-03-23,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.26
1324,42,2024-03-23,Online,Transferencia,Entregado,Entrega Estandar,7.59
1325,745,2024-03-23,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1326,1092,2024-03-23,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1327,955,2024-03-24,Online,Transferencia,Entregado,Entrega Estandar,16.04
1328,111,2024-03-25,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.82
1329,52,2024-03-25,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1330,173,2024-03-25,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.73
1331,464,2024-03-25,Online,Transferencia,Entregado,Entrega Estandar,8.11
1332,404,2024-03-25,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
1333,1002,2024-03-25,Online,Transferencia,Entregado,Entrega Estandar,15.96
1334,161,2024-03-25,Online,Tarjeta de Debito,Entregado,Entrega Estandar,23.99
1335,1081,2024-03-26,Online,Transferencia,Entregado,Entrega Estandar,9.03
1336,43,2024-03-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1337,1009,2024-03-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1338,619,2024-03-28,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1339,781,2024-03-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1340,258,2024-03-29,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.94
1341,977,2024-03-29,Online,Transferencia,Entregado,Entrega Estandar,7.59
1342,920,2024-03-29,Online,Transferencia,Entregado,Entrega Estandar,7.06
1343,213,2024-03-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1344,238,2024-03-29,Fisico,Tarjeta de Credito,Devuelto,Retiro en Tienda,0.0
1345,26,2024-03-30,Online,Transferencia,Entregado,Entrega Estandar,7.74
1346,938,2024-03-30,Online,Transferencia,Entregado,Entrega Estandar,12.92
1347,1024,2024-03-31,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1348,1042,2024-03-31,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.74
1349,459,2024-03-31,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.83
1350,336,2024-04-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,18.96
1351,612,2024-04-01,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1352,1150,2024-04-01,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1353,2,2024-04-01,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.95
1354,730,2024-04-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.69
1355,612,2024-04-02,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.81
1356,72,2024-04-03,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1357,1096,2024-04-03,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1358,283,2024-04-04,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1359,1131,2024-04-04,Online,Tarjeta de Credito,Entregado,Entrega Express,7.48
1360,380,2024-04-05,Online,Transferencia,Entregado,Entrega Estandar,8.0
1361,1163,2024-04-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.35
1362,336,2024-04-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.19
1363,213,2024-04-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.74
1364,1009,2024-04-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1365,246,2024-04-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1366,555,2024-04-08,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1367,359,2024-04-08,Online,Tarjeta de Credito,Entregado,Entrega Express,7.85
1368,2,2024-04-08,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1369,42,2024-04-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1370,402,2024-04-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.63
1371,881,2024-04-10,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1372,683,2024-04-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.36
1373,912,2024-04-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.66
1374,110,2024-04-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.48
1375,912,2024-04-11,Online,Transferencia,Entregado,Entrega Estandar,8.02
1376,636,2024-04-11,Online,Tarjeta de Credito,Entregado,Entrega Estandar,38.55
1377,1096,2024-04-11,Online,Transferencia,Devuelto,Entrega Estandar,8.3
1378,266,2024-04-11,Online,Tarjeta de Debito,Entregado,Entrega Estandar,27.6
1379,708,2024-04-12,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1380,637,2024-04-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1381,336,2024-04-13,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1382,937,2024-04-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1383,865,2024-04-13,Online,Transferencia,Entregado,Entrega Estandar,16.49
1384,682,2024-04-13,Online,Transferencia,Cancelado,Entrega Express,0.0
1385,683,2024-04-13,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1386,48,2024-04-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.24
1387,136,2024-04-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1388,621,2024-04-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.95
1389,397,2024-04-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,35.34
1390,812,2024-04-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1391,652,2024-04-16,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.47
1392,455,2024-04-16,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1393,891,2024-04-18,Online,Transferencia,Devuelto,Entrega Estandar,7.42
1394,1155,2024-04-18,Online,Transferencia,Entregado,Entrega Estandar,8.44
1395,1042,2024-04-18,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1396,404,2024-04-18,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.61
1397,575,2024-04-19,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.35
1398,639,2024-04-19,Online,Transferencia,Entregado,Entrega Express,25.72
1399,481,2024-04-20,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.71
1400,552,2024-04-20,Online,Transferencia,Entregado,Entrega Estandar,7.24
1401,239,2024-04-20,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1402,1191,2024-04-20,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.67
1403,265,2024-04-21,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1404,1158,2024-04-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1405,237,2024-04-22,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1406,540,2024-04-22,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.44
1407,123,2024-04-23,Online,Tarjeta de Debito,Entregado,Entrega Estandar,30.06
1408,441,2024-04-24,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.1
1409,839,2024-04-24,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.91
1410,1042,2024-04-24,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1411,353,2024-04-24,Online,Tarjeta de Credito,Cancelado,Entrega Express,0.0
1412,575,2024-04-25,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1413,755,2024-04-25,Online,Transferencia,Entregado,Entrega Estandar,8.83
1414,195,2024-04-25,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.08
1415,612,2024-04-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1416,102,2024-04-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,33.54
1417,146,2024-04-26,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
1418,834,2024-04-27,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1419,237,2024-04-27,Online,Transferencia,Cancelado,Entrega Estandar,0.0
1420,865,2024-04-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.15
1421,1070,2024-04-27,Online,Tarjeta de Debito,Entregado,Entrega Express,53.12
1422,917,2024-04-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.11
1423,214,2024-04-28,Online,Transferencia,Entregado,Entrega Estandar,30.92
1424,1009,2024-04-28,Online,Transferencia,Entregado,Entrega Estandar,7.43
1425,932,2024-04-28,Online,Transferencia,Entregado,Entrega Estandar,7.52
1426,166,2024-04-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1427,708,2024-04-29,Online,Tarjeta de Debito,Entregado,Entrega Estandar,30.1
1428,1111,2024-04-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.85
1429,110,2024-04-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.61
1430,859,2024-04-30,Online,Transferencia,Entregado,Entrega Estandar,8.46
1431,1081,2024-04-30,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1432,20,2024-04-30,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1433,459,2024-05-01,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1434,181,2024-05-01,Online,Transferencia,Entregado,Entrega Estandar,12.04
1435,619,2024-05-02,Online,Transferencia,Entregado,Entrega Estandar,8.33
1436,728,2024-05-02,Online,Transferencia,Cancelado,Entrega Estandar,0.0
1437,512,2024-05-02,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1438,1111,2024-05-02,Online,Transferencia,Entregado,Entrega Estandar,6.96
1439,308,2024-05-02,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
1440,1038,2024-05-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1441,1010,2024-05-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.89
1442,577,2024-05-02,Online,Transferencia,Entregado,Entrega Estandar,9.03
1443,920,2024-05-02,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1444,745,2024-05-03,Online,Tarjeta de Credito,Cancelado,Entrega Express,0.0
1445,530,2024-05-03,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1446,172,2024-05-04,Online,Transferencia,Entregado,Entrega Express,9.15
1447,1087,2024-05-04,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.68
1448,60,2024-05-04,Online,Tarjeta de Credito,Entregado,Entrega Estandar,31.9
1449,531,2024-05-04,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.52
1450,274,2024-05-04,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1451,362,2024-05-04,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1452,383,2024-05-05,Online,Transferencia,Entregado,Entrega Estandar,7.76
1453,753,2024-05-05,Online,Transferencia,Entregado,Entrega Estandar,32.98
1454,397,2024-05-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1455,45,2024-05-05,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1456,850,2024-05-05,Online,Transferencia,Devuelto,Entrega Estandar,32.07
1457,708,2024-05-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1458,73,2024-05-05,Online,Transferencia,Entregado,Entrega Estandar,8.22
1459,214,2024-05-06,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.83
1460,947,2024-05-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.08
1461,1082,2024-05-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.0
1462,530,2024-05-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1463,939,2024-05-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1464,123,2024-05-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.08
1465,728,2024-05-06,Online,Transferencia,Entregado,Entrega Estandar,7.79
1466,597,2024-05-06,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1467,1081,2024-05-06,Online,Tarjeta de Debito,Entregado,Entrega Express,16.39
1468,239,2024-05-07,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1469,382,2024-05-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1470,1148,2024-05-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.93
1471,244,2024-05-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1472,124,2024-05-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.71
1473,341,2024-05-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,14.26
1474,652,2024-05-07,Online,Transferencia,Entregado,Entrega Estandar,8.02
1475,402,2024-05-08,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1476,955,2024-05-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1477,288,2024-05-09,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1478,530,2024-05-09,Online,Transferencia,Entregado,Entrega Estandar,8.06
1479,292,2024-05-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1480,977,2024-05-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.87
1481,664,2024-05-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.73
1482,890,2024-05-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.65
1483,111,2024-05-09,Online,Transferencia,Entregado,Entrega Express,7.46
1484,123,2024-05-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,21.97
1485,1182,2024-05-10,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1486,161,2024-05-11,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1487,377,2024-05-11,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1488,1038,2024-05-11,Online,Transferencia,Entregado,Entrega Estandar,8.7
1489,200,2024-05-11,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.91
1490,1082,2024-05-11,Online,Transferencia,Entregado,Entrega Estandar,18.48
