detalle_id,pedido_id,producto_id,cantidad,precio_lista,precio_unitario,costo_unitario,descuento_aplicado,cliente_id,fecha_pedido,canal_venta,medio_pago,tipo_envio,estado_pedido,costo_envio_linea
414,553,41,1,45.0,45.0,20.12,0.0,344,2023-11-03,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
428,550,7,1,700.0,665.0,563.74,0.05,353,2023-11-03,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
763,547,5,1,1600.0,1600.0,1293.92,0.0,612,2023-11-03,Online,Tarjeta de Credito,Entrega Estandar,Entregado,38.93
790,558,46,1,8.0,8.0,3.54,0.0,633,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
118,559,33,1,15.0,15.0,6.63,0.0,123,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
815,556,10,1,45.0,45.0,26.62,0.0,653,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
324,561,4,1,350.0,350.0,266.95,0.0,266,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
602,562,18,1,25.0,25.0,11.19,0.0,470,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
595,560,50,1,40.0,40.0,17.66,0.0,470,2023-11-04,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1136,557,44,1,16.0,16.0,7.09,0.0,909,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1135,557,2,1,1200.0,1200.0,906.66,0.0,909,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
724,564,50,1,40.0,40.0,17.67,0.0,561,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
808,563,48,1,15.0,15.0,6.66,0.0,652,2023-11-04,Online,Tarjeta de Credito,Entrega Estandar,Entregado,8.08
725,564,21,1,18.0,18.0,8.18,0.0,561,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
795,555,40,1,28.0,28.0,12.41,0.0,639,2023-11-04,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.63
597,560,15,1,60.0,57.0,47.28,0.05,470,2023-11-04,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
596,560,8,1,280.0,266.0,223.86,0.05,470,2023-11-04,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1134,557,5,1,1600.0,1600.0,1270.28,0.0,909,2023-11-04,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1305,568,15,1,60.0,60.0,47.83,0.0,1014,2023-11-05,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1315,570,49,1,29.0,29.0,13.18,0.0,1017,2023-11-05,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1304,568,5,1,1600.0,1600.0,1288.42,0.0,1014,2023-11-05,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
248,567,1,1,1400.0,1400.0,1055.03,0.0,229,2023-11-05,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
651,565,48,2,15.0,15.0,6.79,0.0,522,2023-11-05,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
900,566,27,1,32.0,32.0,14.54,0.0,710,2023-11-05,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
652,565,28,1,55.0,55.0,25.16,0.0,522,2023-11-05,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
659,569,23,1,35.0,35.0,15.76,0.0,530,2023-11-05,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
945,574,42,1,32.0,32.0,14.29,0.0,762,2023-11-06,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
704,576,6,1,850.0,850.0,674.12,0.0,555,2023-11-06,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
432,575,1,1,1400.0,1400.0,1058.04,0.0,353,2023-11-06,Online,Transferencia,Entrega Express,Entregado,29.87
996,573,28,2,55.0,55.0,25.18,0.0,831,2023-11-06,Online,Tarjeta de Credito,Entrega Estandar,Entregado,8.08
1289,572,39,1,12.0,12.0,5.37,0.0,1009,2023-11-06,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.5
1233,571,27,1,32.0,32.0,14.2,0.0,973,2023-11-06,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
433,575,28,2,55.0,55.0,24.84,0.0,353,2023-11-06,Online,Transferencia,Entrega Express,Entregado,29.87
136,577,26,1,45.0,45.0,20.17,0.0,141,2023-11-07,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1035,580,9,1,400.0,400.0,243.93,0.0,850,2023-11-07,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
520,581,27,1,32.0,32.0,14.38,0.0,421,2023-11-07,Online,Tarjeta de Debito,Entrega Estandar,Cancelado,0.0
519,581,29,2,16.0,16.0,7.28,0.0,421,2023-11-07,Online,Tarjeta de Debito,Entrega Estandar,Cancelado,0.0
418,586,13,1,1100.0,1100.0,872.57,0.0,345,2023-11-07,Online,Transferencia,Entrega Estandar,Entregado,31.65
1309,585,38,1,35.0,35.0,15.84,0.0,1014,2023-11-07,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
135,577,20,1,12.0,12.0,5.37,0.0,141,2023-11-07,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1034,580,7,1,700.0,700.0,557.5,0.0,850,2023-11-07,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1126,584,30,1,10.0,10.0,4.58,0.0,901,2023-11-07,Online,Tarjeta de Credito,Entrega Estandar,Entregado,8.17
193,587,33,2,15.0,15.0,6.85,0.0,195,2023-11-07,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
521,581,19,1,90.0,90.0,41.22,0.0,421,2023-11-07,Online,Tarjeta de Debito,Entrega Estandar,Cancelado,0.0
192,587,45,1,10.0,10.0,4.44,0.0,195,2023-11-07,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
149,582,10,1,45.0,45.0,27.06,0.0,159,2023-11-07,Online,Transferencia,Entrega Estandar,Entregado,9.73
148,582,9,1,400.0,400.0,238.66,0.0,159,2023-11-07,Online,Transferencia,Entrega Estandar,Entregado,9.73
435,579,26,1,45.0,45.0,19.87,0.0,359,2023-11-07,Online,Tarjeta de Debito,Entrega Estandar,Entregado,8.64
1011,578,4,1,350.0,350.0,265.46,0.0,835,2023-11-07,Fisico,Tarjeta de Debito,Retiro en Tienda,Devuelto,0.0
1192,583,7,1,700.0,700.0,551.42,0.0,937,2023-11-07,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1012,578,14,1,650.0,650.0,510.75,0.0,835,2023-11-07,Fisico,Tarjeta de Debito,Retiro en Tienda,Devuelto,0.0
1432,594,2,1,1200.0,1200.0,904.95,0.0,1131,2023-11-08,Online,Tarjeta de Debito,Entrega Estandar,Entregado,17.08
644,593,25,1,28.0,28.0,12.49,0.0,522,2023-11-08,Online,Tarjeta de Debito,Entrega Estandar,Entregado,2.58
1483,589,26,1,45.0,45.0,19.91,0.0,1166,2023-11-08,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1433,594,4,1,350.0,350.0,259.94,0.0,1131,2023-11-08,Online,Tarjeta de Debito,Entrega Estandar,Entregado,17.08
302,588,20,1,12.0,12.0,5.49,0.0,256,2023-11-08,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
929,590,29,1,16.0,16.0,7.31,0.0,732,2023-11-08,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1059,595,26,1,45.0,45.0,20.06,0.0,860,2023-11-08,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
303,588,26,1,45.0,45.0,20.12,0.0,256,2023-11-08,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
643,593,27,1,32.0,32.0,14.56,0.0,522,2023-11-08,Online,Tarjeta de Debito,Entrega Estandar,Entregado,2.58
152,592,27,1,32.0,32.0,14.68,0.0,161,2023-11-08,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
645,593,39,1,12.0,12.0,5.31,0.0,522,2023-11-08,Online,Tarjeta de Debito,Entrega Estandar,Entregado,2.58
549,591,50,1,40.0,40.0,18.13,0.0,441,2023-11-08,Online,Tarjeta de Credito,Entrega Estandar,Entregado,9.0
356,599,44,1,16.0,15.2,7.14,0.05,283,2023-11-09,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.16
581,601,7,1,700.0,700.0,550.55,0.0,466,2023-11-09,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
612,602,8,1,280.0,280.0,220.56,0.0,481,2023-11-09,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
899,597,1,1,1400.0,1400.0,1030.23,0.0,710,2023-11-09,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
349,600,28,2,55.0,55.0,24.96,0.0,283,2023-11-09,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
259,603,30,1,10.0,10.0,4.42,0.0,237,2023-11-09,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
845,596,16,1,15.0,15.0,6.64,0.0,671,2023-11-09,Online,Transferencia,Entrega Estandar,Entregado,7.78
1248,598,14,1,650.0,650.0,516.76,0.0,978,2023-11-09,Online,Transferencia,Entrega Estandar,Entregado,13.07
1247,598,44,1,16.0,16.0,7.15,0.0,978,2023-11-09,Online,Transferencia,Entrega Estandar,Entregado,13.07
1249,598,5,1,1600.0,1600.0,1296.74,0.0,978,2023-11-09,Online,Transferencia,Entrega Estandar,Entregado,13.07
1165,606,23,1,35.0,35.0,15.82,0.0,928,2023-11-10,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1470,604,40,1,28.0,28.0,12.79,0.0,1154,2023-11-10,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1288,607,12,1,250.0,250.0,152.11,0.0,1009,2023-11-10,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1287,607,13,1,1100.0,1100.0,866.58,0.0,1009,2023-11-10,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
339,605,18,1,25.0,25.0,11.45,0.0,274,2023-11-10,Online,Tarjeta de Debito,Entrega Estandar,Cancelado,0.0
1283,608,14,1,650.0,650.0,519.68,0.0,1009,2023-11-10,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
486,609,31,1,8.0,8.0,3.56,0.0,397,2023-11-11,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
219,610,43,1,55.0,55.0,24.71,0.0,210,2023-11-11,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
487,609,28,2,55.0,55.0,25.17,0.0,397,2023-11-11,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1370,611,36,1,18.0,18.0,7.95,0.0,1075,2023-11-12,Online,Tarjeta de Debito,Entrega Estandar,Entregado,4.4
133,616,30,2,10.0,10.0,4.48,0.0,139,2023-11-12,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
626,614,12,1,250.0,250.0,150.12,0.0,496,2023-11-12,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
627,614,3,1,600.0,600.0,453.2,0.0,496,2023-11-12,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1235,615,11,1,80.0,80.0,47.83,0.0,976,2023-11-12,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.9
1503,613,28,1,55.0,55.0,24.76,0.0,1176,2023-11-12,Online,Tarjeta de Credito,Entrega Estandar,Entregado,5.8
112,612,3,1,600.0,570.0,454.27,0.05,111,2023-11-12,Online,Tarjeta de Credito,Entrega Express,Entregado,8.3
113,612,28,1,55.0,55.0,24.49,0.0,111,2023-11-12,Online,Tarjeta de Credito,Entrega Express,Entregado,8.3
114,612,10,1,45.0,45.0,26.72,0.0,111,2023-11-12,Online,Tarjeta de Credito,Entrega Express,Entregado,8.3
1502,613,39,1,12.0,12.0,5.47,0.0,1176,2023-11-12,Online,Tarjeta de Credito,Entrega Estandar,Entregado,5.8
132,616,32,1,18.0,18.0,8.14,0.0,139,2023-11-12,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1369,611,32,2,18.0,18.0,7.96,0.0,1075,2023-11-12,Online,Tarjeta de Debito,Entrega Estandar,Entregado,4.4
1501,613,4,1,350.0,350.0,258.12,0.0,1176,2023-11-12,Online,Tarjeta de Credito,Entrega Estandar,Entregado,5.8
955,620,38,1,35.0,35.0,15.74,0.0,780,2023-11-13,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1216,618,48,1,15.0,15.0,6.87,0.0,947,2023-11-13,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1217,618,7,1,700.0,700.0,558.61,0.0,947,2023-11-13,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
69,617,43,2,55.0,55.0,25.05,0.0,70,2023-11-13,Online,Tarjeta de Credito,Entrega Estandar,Entregado,8.27
320,619,9,1,400.0,400.0,238.54,0.0,266,2023-11-13,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
687,623,27,1,32.0,32.0,14.19,0.0,542,2023-11-14,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1198,624,28,1,55.0,55.0,25.17,0.0,937,2023-11-14,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
768,627,20,1,12.0,12.0,5.36,0.0,619,2023-11-14,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
376,626,14,1,650.0,650.0,517.07,0.0,308,2023-11-14,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
377,626,5,1,1600.0,1600.0,1289.63,0.0,308,2023-11-14,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
587,621,3,1,600.0,600.0,441.19,0.0,466,2023-11-14,Online,Tarjeta de Debito,Entrega Estandar,Entregado,11.51
586,621,34,1,29.0,29.0,13.07,0.0,466,2023-11-14,Online,Tarjeta de Debito,Entrega Estandar,Entregado,11.51
585,621,9,1,400.0,400.0,243.87,0.0,466,2023-11-14,Online,Tarjeta de Debito,Entrega Estandar,Entregado,11.51
530,625,25,1,28.0,28.0,12.62,0.0,422,2023-11-14,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.76
226,622,10,1,45.0,45.0,26.71,0.0,213,2023-11-14,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1427,628,37,1,22.0,22.0,9.74,0.0,1116,2023-11-15,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
56,630,40,1,28.0,28.0,12.64,0.0,50,2023-11-15,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1487,633,14,1,650.0,650.0,519.65,0.0,1167,2023-11-15,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1488,633,5,1,1600.0,1600.0,1303.33,0.0,1167,2023-11-15,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
902,629,22,1,22.0,22.0,10.04,0.0,710,2023-11-15,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1486,633,11,1,80.0,80.0,48.05,0.0,1167,2023-11-15,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
901,629,5,1,1600.0,1600.0,1272.43,0.0,710,2023-11-15,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1262,632,43,1,55.0,55.0,24.49,0.0,998,2023-11-15,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
421,631,50,1,40.0,40.0,18.08,0.0,350,2023-11-15,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1026,634,2,1,1200.0,1140.0,895.49,0.05,843,2023-11-16,Online,Tarjeta de Credito,Entrega Estandar,Entregado,39.71
1371,639,30,1,10.0,10.0,4.53,0.0,1075,2023-11-16,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.65
794,635,20,2,12.0,12.0,5.36,0.0,638,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
137,638,25,1,28.0,28.0,12.64,0.0,142,2023-11-16,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
386,636,34,1,29.0,29.0,12.96,0.0,323,2023-11-16,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.9
1413,641,33,2,15.0,15.0,6.63,0.0,1102,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
38,640,13,1,1100.0,1100.0,886.53,0.0,35,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
37,640,2,1,1200.0,1200.0,888.04,0.0,35,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
634,637,34,1,29.0,29.0,13.23,0.0,517,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1412,641,23,1,35.0,35.0,15.58,0.0,1102,2023-11-16,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
896,643,26,1,45.0,45.0,19.85,0.0,710,2023-11-17,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1215,644,29,1,16.0,16.0,7.2,0.0,947,2023-11-17,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
989,645,3,1,600.0,600.0,446.43,0.0,812,2023-11-17,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
988,645,9,1,400.0,400.0,241.45,0.0,812,2023-11-17,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1428,646,43,2,55.0,55.0,24.92,0.0,1123,2023-11-17,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1485,642,2,1,1200.0,1200.0,909.04,0.0,1167,2023-11-17,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
705,649,28,1,55.0,55.0,25.02,0.0,557,2023-11-17,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1429,646,46,1,8.0,8.0,3.53,0.0,1123,2023-11-17,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
301,648,32,2,18.0,18.0,8.06,0.0,254,2023-11-17,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
257,647,23,1,35.0,35.0,15.68,0.0,237,2023-11-17,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
835,651,3,1,600.0,600.0,453.89,0.0,664,2023-11-18,Online,Transferencia,Entrega Estandar,Entregado,23.48
543,654,48,1,15.0,15.0,6.72,0.0,439,2023-11-18,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
167,655,10,1,45.0,45.0,26.89,0.0,166,2023-11-18,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1496,652,35,2,40.0,40.0,17.67,0.0,1171,2023-11-18,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
268,650,23,1,35.0,35.0,15.63,0.0,240,2023-11-18,Online,Tarjeta de Credito,Entrega Estandar,Devuelto,2.34
405,653,30,1,10.0,10.0,4.57,0.0,338,2023-11-18,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
168,655,3,1,600.0,600.0,442.72,0.0,166,2023-11-18,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
269,650,38,2,35.0,35.0,16.03,0.0,240,2023-11-18,Online,Tarjeta de Credito,Entrega Estandar,Devuelto,2.34
270,650,20,1,12.0,12.0,5.5,0.0,240,2023-11-18,Online,Tarjeta de Credito,Entrega Estandar,Devuelto,2.34
406,653,12,1,250.0,250.0,152.37,0.0,338,2023-11-18,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1497,652,28,2,55.0,55.0,24.76,0.0,1171,2023-11-18,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
963,661,8,1,280.0,280.0,226.38,0.0,796,2023-11-19,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1129,657,22,1,22.0,22.0,9.74,0.0,909,2023-11-19,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
919,662,43,1,55.0,55.0,24.85,0.0,728,2023-11-19,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
334,664,22,1,22.0,22.0,10.09,0.0,274,2023-11-19,Online,Tarjeta de Credito,Entrega Estandar,Entregado,4.24
883,658,49,1,29.0,29.0,12.83,0.0,701,2023-11-19,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1495,660,3,1,600.0,600.0,450.34,0.0,1171,2023-11-19,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
97,663,36,1,18.0,18.0,8.25,0.0,110,2023-11-19,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1494,660,10,1,45.0,45.0,26.78,0.0,1171,2023-11-19,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
992,656,37,1,22.0,22.0,10.0,0.0,812,2023-11-19,Online,Tarjeta de Credito,Entrega Estandar,Cancelado,0.0
265,659,29,1,16.0,16.0,7.28,0.0,239,2023-11-19,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
333,664,23,1,35.0,35.0,15.83,0.0,274,2023-11-19,Online,Tarjeta de Credito,Entrega Estandar,Entregado,4.24
266,659,43,2,55.0,55.0,24.31,0.0,239,2023-11-19,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
810,665,23,1,35.0,35.0,16.0,0.0,652,2023-11-20,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
171,666,17,2,30.0,30.0,13.56,0.0,167,2023-11-20,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
677,669,43,1,55.0,55.0,25.08,0.0,540,2023-11-21,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
920,670,50,1,40.0,40.0,18.34,0.0,728,2023-11-21,Online,Transferencia,Entrega Estandar,Entregado,7.87
729,668,32,1,18.0,18.0,8.18,0.0,573,2023-11-21,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1187,667,23,2,35.0,35.0,16.02,0.0,937,2023-11-21,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
1188,667,33,2,15.0,15.0,6.86,0.0,937,2023-11-21,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
895,672,32,2,18.0,17.1,7.98,0.05,709,2023-11-21,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.41
570,671,17,1,30.0,30.0,13.73,0.0,459,2023-11-21,Online,Tarjeta de Debito,Entrega Estandar,Entregado,8.3
918,673,29,1,16.0,16.0,7.09,0.0,728,2023-11-22,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1,674,34,1,29.0,29.0,12.86,0.0,2,2023-11-22,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
880,677,35,1,40.0,40.0,18.02,0.0,699,2023-11-22,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
881,677,34,1,29.0,29.0,13.08,0.0,699,2023-11-22,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
629,675,35,1,40.0,40.0,18.24,0.0,509,2023-11-22,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
676,678,35,1,40.0,40.0,17.86,0.0,540,2023-11-22,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
262,676,45,1,10.0,10.0,4.49,0.0,239,2023-11-22,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1328,686,33,1,15.0,15.0,6.87,0.0,1025,2023-11-23,Online,Tarjeta de Credito,Entrega Estandar,Entregado,4.26
166,683,46,1,8.0,8.0,3.62,0.0,166,2023-11-23,Online,Tarjeta de Credito,Entrega Estandar,Entregado,9.06
1232,684,48,2,15.0,15.0,6.71,0.0,973,2023-11-23,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1329,686,34,1,29.0,27.55,12.88,0.05,1025,2023-11-23,Online,Tarjeta de Credito,Entrega Estandar,Entregado,4.26
277,682,6,1,850.0,850.0,687.95,0.0,246,2023-11-23,Online,Tarjeta de Credito,Entrega Estandar,Entregado,17.76
276,682,49,1,29.0,29.0,12.84,0.0,246,2023-11-23,Online,Tarjeta de Credito,Entrega Estandar,Entregado,17.76
1234,685,14,1,650.0,650.0,514.35,0.0,973,2023-11-23,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
4,681,22,1,22.0,22.0,9.79,0.0,2,2023-11-23,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
787,680,37,1,22.0,22.0,9.95,0.0,629,2023-11-23,Online,Tarjeta de Debito,Entrega Estandar,Entregado,8.72
761,679,43,1,55.0,55.0,24.95,0.0,612,2023-11-23,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1274,693,48,1,15.0,15.0,6.77,0.0,1003,2023-11-24,Online,Tarjeta de Debito,Entrega Estandar,Entregado,8.77
1211,689,35,2,40.0,40.0,17.88,0.0,943,2023-11-24,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.07
218,688,9,1,400.0,400.0,239.45,0.0,210,2023-11-24,Online,Transferencia,Entrega Estandar,Cancelado,0.0
882,694,26,1,45.0,42.75,19.94,0.05,700,2023-11-24,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
117,690,5,1,1600.0,1600.0,1285.83,0.0,123,2023-11-24,Online,Tarjeta de Debito,Entrega Estandar,Cancelado,0.0
1518,692,45,2,10.0,10.0,4.49,0.0,1191,2023-11-24,Online,Tarjeta de Debito,Entrega Express,Entregado,8.7
1489,687,6,1,850.0,807.5,683.76,0.05,1167,2023-11-24,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1490,687,48,1,15.0,15.0,6.83,0.0,1167,2023-11-24,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1317,691,1,1,1400.0,1400.0,1069.42,0.0,1017,2023-11-24,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
105,695,22,1,22.0,22.0,9.87,0.0,111,2023-11-24,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
61,698,18,1,25.0,25.0,11.47,0.0,58,2023-11-25,Online,Tarjeta de Credito,Entrega Estandar,Entregado,7.75
766,699,8,1,280.0,280.0,220.15,0.0,617,2023-11-25,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1003,696,49,1,29.0,29.0,12.92,0.0,834,2023-11-25,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
1004,696,7,1,700.0,700.0,562.27,0.0,834,2023-11-25,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
139,701,28,1,55.0,55.0,25.05,0.0,156,2023-11-25,Online,Tarjeta de Credito,Entrega Estandar,Entregado,8.13
1002,696,8,1,280.0,280.0,225.31,0.0,834,2023-11-25,Fisico,Tarjeta de Debito,Retiro en Tienda,Entregado,0.0
767,699,17,2,30.0,30.0,13.71,0.0,617,2023-11-25,Fisico,Tarjeta de Credito,Retiro en Tienda,Entregado,0.0
1414,700,29,2,16.0,16.0,7.18,0.0,1102,2023-11-25,Fisico,Transferencia,Retiro en Tienda,Entregado,0.0
272,697,30,1,10.0,10.0,4.5,0.0,240,2023-11-25,Online,Tarjeta de Debito,Entrega Estandar,Entregado,7.4
1500,703,42,1,32.0,32.0,14.13,0.0,1174,2023-11-26,Online,Tarjeta de Debito,Entrega Estandar,Entregado,7.86
